date,unit_id,loss_category,system,subsystem,component,loss_usd,linked_event_id
2023-12-14,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,220.7,
2023-12-14,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,275.9,
2023-12-15,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1117.74,
2023-12-15,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,248.39,
2023-12-15,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,745.16,
2023-12-15,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,372.58,
2023-12-15,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,282.84,
2023-12-15,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,707.1,
2023-12-15,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,424.26,
2023-12-15,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,351.88,
2023-12-15,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,586.48,
2023-12-15,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,234.59,
2023-12-15,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,231.18,
2023-12-15,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,346.76,
2023-12-15,STS-U1,Energy,Electrical,Transformers,GSU Transformer,577.94,
2023-12-15,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1170.28,
2023-12-15,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,425.56,
2023-12-15,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,531.94,
2023-12-15,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,803.42,
2023-12-15,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,178.54,
2023-12-15,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,535.61,
2023-12-15,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,267.81,
2023-12-15,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,79.38,
2023-12-15,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,198.46,
2023-12-15,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,119.07,
2023-12-15,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,591.8,EVT-2024-06-AUXDRIFT
2023-12-15,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,44.9,
2023-12-15,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,986.33,EVT-2024-06-AUXDRIFT
2023-12-15,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,74.84,
2023-12-15,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,394.53,EVT-2024-06-AUXDRIFT
2023-12-15,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,29.94,
2023-12-15,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,47.48,
2023-12-15,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,71.22,
2023-12-15,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,118.7,
2023-12-15,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,613.17,
2023-12-15,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,222.94,
2023-12-15,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,278.71,
2023-12-16,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1301.16,
2023-12-16,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,289.15,
2023-12-16,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,867.44,
2023-12-16,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,433.72,
2023-12-16,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,294.63,
2023-12-16,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,736.57,
2023-12-16,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,441.94,
2023-12-16,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,341.8,
2023-12-16,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,569.67,
2023-12-16,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,227.87,
2023-12-16,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,239.2,
2023-12-16,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,358.8,
2023-12-16,STS-U1,Energy,Electrical,Transformers,GSU Transformer,598.0,
2023-12-16,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,978.17,
2023-12-16,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,355.7,
2023-12-16,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,444.62,
2023-12-16,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,725.27,
2023-12-16,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,161.17,
2023-12-16,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,483.51,
2023-12-16,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,241.76,
2023-12-16,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,68.52,
2023-12-16,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,171.3,
2023-12-16,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,102.78,
2023-12-16,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,500.1,EVT-2024-06-AUXDRIFT
2023-12-16,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,43.63,
2023-12-16,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,833.5,EVT-2024-06-AUXDRIFT
2023-12-16,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,72.72,
2023-12-16,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,333.4,EVT-2024-06-AUXDRIFT
2023-12-16,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,29.09,
2023-12-16,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,37.93,
2023-12-16,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,56.9,
2023-12-16,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,94.82,
2023-12-16,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,507.13,
2023-12-16,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,184.4,
2023-12-16,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,230.51,
2023-12-17,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1061.77,
2023-12-17,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,235.95,
2023-12-17,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,707.85,
2023-12-17,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,353.92,
2023-12-17,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,261.51,
2023-12-17,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,653.76,
2023-12-17,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,392.26,
2023-12-17,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,394.91,
2023-12-17,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,658.18,
2023-12-17,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,263.27,
2023-12-17,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,221.82,
2023-12-17,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,332.73,
2023-12-17,STS-U1,Energy,Electrical,Transformers,GSU Transformer,554.55,
2023-12-17,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1145.21,
2023-12-17,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,416.44,
2023-12-17,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,520.55,
2023-12-17,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,709.79,
2023-12-17,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,157.73,
2023-12-17,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,473.2,
2023-12-17,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,236.6,
2023-12-17,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,68.87,
2023-12-17,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,172.17,
2023-12-17,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,103.3,
2023-12-17,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,514.68,EVT-2024-06-AUXDRIFT
2023-12-17,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,50.43,
2023-12-17,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,857.8,EVT-2024-06-AUXDRIFT
2023-12-17,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,84.04,
2023-12-17,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,343.12,EVT-2024-06-AUXDRIFT
2023-12-17,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,33.62,
2023-12-17,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,40.56,
2023-12-17,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,60.84,
2023-12-17,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,101.4,
2023-12-17,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,539.97,
2023-12-17,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,196.36,
2023-12-17,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,245.44,
2023-12-18,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1200.87,
2023-12-18,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,266.86,
2023-12-18,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,800.58,
2023-12-18,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,400.29,
2023-12-18,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,279.54,
2023-12-18,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,698.86,
2023-12-18,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,419.32,
2023-12-18,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,385.61,
2023-12-18,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,642.68,
2023-12-18,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,257.07,
2023-12-18,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,232.21,
2023-12-18,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,348.32,
2023-12-18,STS-U1,Energy,Electrical,Transformers,GSU Transformer,580.53,
2023-12-18,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1020.53,
2023-12-18,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,371.1,
2023-12-18,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,463.88,
2023-12-18,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,835.48,
2023-12-18,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,185.66,
2023-12-18,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,556.99,
2023-12-18,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,278.49,
2023-12-18,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,80.47,
2023-12-18,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,201.16,
2023-12-18,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,120.7,
2023-12-18,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,609.74,EVT-2024-06-AUXDRIFT
2023-12-18,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,49.23,
2023-12-18,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1016.22,EVT-2024-06-AUXDRIFT
2023-12-18,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,82.04,
2023-12-18,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,406.49,EVT-2024-06-AUXDRIFT
2023-12-18,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,32.82,
2023-12-18,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,41.77,
2023-12-18,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,62.65,
2023-12-18,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,104.42,
2023-12-18,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,612.43,
2023-12-18,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,222.69,
2023-12-18,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,278.38,
2023-12-19,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1196.21,
2023-12-19,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,265.82,
2023-12-19,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,797.48,
2023-12-19,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,398.74,
2023-12-19,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,301.32,
2023-12-19,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,753.31,
2023-12-19,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,451.99,
2023-12-19,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,351.77,
2023-12-19,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,586.28,
2023-12-19,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,234.51,
2023-12-19,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,243.22,
2023-12-19,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,364.84,
2023-12-19,STS-U1,Energy,Electrical,Transformers,GSU Transformer,608.06,
2023-12-19,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1119.17,
2023-12-19,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,406.97,
2023-12-19,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,508.72,
2023-12-19,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,741.4,
2023-12-19,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,164.76,
2023-12-19,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,494.27,
2023-12-19,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,247.13,
2023-12-19,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,72.75,
2023-12-19,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,181.88,
2023-12-19,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,109.13,
2023-12-19,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,527.2,EVT-2024-06-AUXDRIFT
2023-12-19,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,44.94,
2023-12-19,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,878.67,EVT-2024-06-AUXDRIFT
2023-12-19,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,74.9,
2023-12-19,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,351.47,EVT-2024-06-AUXDRIFT
2023-12-19,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,29.96,
2023-12-19,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,40.16,
2023-12-19,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,60.24,
2023-12-19,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,100.4,
2023-12-19,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,547.38,
2023-12-19,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,199.06,
2023-12-19,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,248.81,
2023-12-20,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1261.62,
2023-12-20,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,280.36,
2023-12-20,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,841.08,
2023-12-20,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,420.54,
2023-12-20,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,270.44,
2023-12-20,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,676.1,
2023-12-20,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,405.66,
2023-12-20,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,314.01,
2023-12-20,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,523.34,
2023-12-20,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,209.34,
2023-12-20,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,219.69,
2023-12-20,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,329.53,
2023-12-20,STS-U1,Energy,Electrical,Transformers,GSU Transformer,549.22,
2023-12-20,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1219.12,
2023-12-20,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,443.32,
2023-12-20,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,554.15,
2023-12-20,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,857.24,
2023-12-20,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,190.5,
2023-12-20,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,571.49,
2023-12-20,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,285.75,
2023-12-20,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,81.15,
2023-12-20,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,202.88,
2023-12-20,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,121.73,
2023-12-20,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,623.38,EVT-2024-06-AUXDRIFT
2023-12-20,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,40.1,
2023-12-20,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1038.96,EVT-2024-06-AUXDRIFT
2023-12-20,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,66.83,
2023-12-20,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,415.58,EVT-2024-06-AUXDRIFT
2023-12-20,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,26.73,
2023-12-20,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,41.95,
2023-12-20,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,62.92,
2023-12-20,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,104.87,
2023-12-20,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,644.68,
2023-12-20,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,234.4,
2023-12-20,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,293.04,
2023-12-21,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1039.7,
2023-12-21,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,231.04,
2023-12-21,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,693.13,
2023-12-21,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,346.57,
2023-12-21,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,270.19,
2023-12-21,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,675.47,
2023-12-21,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,405.28,
2023-12-21,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,435.83,
2023-12-21,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,726.39,
2023-12-21,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,290.56,
2023-12-21,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,233.51,
2023-12-21,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,350.27,
2023-12-21,STS-U1,Energy,Electrical,Transformers,GSU Transformer,583.79,
2023-12-21,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1144.78,
2023-12-21,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,416.28,
2023-12-21,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,520.36,
2023-12-21,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,742.49,
2023-12-21,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,165.0,
2023-12-21,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,494.99,
2023-12-21,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,247.5,
2023-12-21,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,73.23,
2023-12-21,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,183.08,
2023-12-21,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,109.85,
2023-12-21,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,546.38,EVT-2024-06-AUXDRIFT
2023-12-21,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,55.57,
2023-12-21,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,910.62,EVT-2024-06-AUXDRIFT
2023-12-21,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,92.61,
2023-12-21,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,364.25,EVT-2024-06-AUXDRIFT
2023-12-21,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,37.04,
2023-12-21,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,44.76,
2023-12-21,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,67.14,
2023-12-21,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,111.9,
2023-12-21,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,567.95,
2023-12-21,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,206.49,
2023-12-21,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,258.16,
2023-12-22,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1119.2,
2023-12-22,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,248.71,
2023-12-22,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,746.13,
2023-12-22,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,373.06,
2023-12-22,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,290.68,
2023-12-22,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,726.7,
2023-12-22,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,436.02,
2023-12-22,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,384.8,
2023-12-22,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,641.34,
2023-12-22,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,256.53,
2023-12-22,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,240.47,
2023-12-22,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,360.71,
2023-12-22,STS-U1,Energy,Electrical,Transformers,GSU Transformer,601.18,
2023-12-22,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1226.59,
2023-12-22,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,446.03,
2023-12-22,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,557.54,
2023-12-22,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,774.94,
2023-12-22,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,172.21,
2023-12-22,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,516.62,
2023-12-22,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,258.31,
2023-12-22,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,76.77,
2023-12-22,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,191.92,
2023-12-22,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,115.15,
2023-12-22,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,566.47,EVT-2024-06-AUXDRIFT
2023-12-22,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,49.14,
2023-12-22,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,944.12,EVT-2024-06-AUXDRIFT
2023-12-22,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,81.9,
2023-12-22,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,377.65,EVT-2024-06-AUXDRIFT
2023-12-22,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,32.76,
2023-12-22,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,40.71,
2023-12-22,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,61.06,
2023-12-22,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,101.76,
2023-12-22,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,594.09,
2023-12-22,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,216.03,
2023-12-22,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,270.04,
2023-12-23,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1173.82,
2023-12-23,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,260.85,
2023-12-23,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,782.55,
2023-12-23,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,391.28,
2023-12-23,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,281.16,
2023-12-23,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,702.9,
